Sales Men,Party Name
AKUMS ANUP TIWARE (MIS),MAA BHAWANI AGENCY-BHANDARA
AKUMS ANUP TIWARE (MIS),SEEMA AGENCIES-YAVATMAL
AKUMS ANUP TIWARE (MIS),DESHMUKH MEDICAL - MUKHED
AKUMS ANUP TIWARE (MIS),ADINATH DISTRIBUTORES - NAGPUR
AKUMS ANUP TIWARE (MIS),TOP PHARMA-YAVATMAL
AKUMS ANUP TIWARE (MIS),NARAYANI -HIMAYATNAGAR(NANDED)
AKUMS ANUP TIWARE (MIS),STAR PHARMA-KARANJA-LAD
AKUMS ANUP TIWARE (MIS),VIJAYLAXMI AGENCIES-UDGIR
AKUMS ANUP TIWARE (MIS),A TO Z PHARMA AGENCY - SILLOD
AKUMS ANUP TIWARE (MIS),ROYAL MEDICAL AGENCIES-NANDED
AKUMS ANUP TIWARE (MIS),RAJ PHARMACHEM-DEGLUR
AKUMS ANUP TIWARE (MIS),OMKAR MEDICAL-SAONER
AKUMS ANUP TIWARE (MIS),PHARMA TRADLINK & SUR-BULDANA
AKUMS ANUP TIWARE (MIS),G.K.HEALTHCARE-JALGAON (JAMOD)
AKUMS ANUP TIWARE (MIS),SURBHI PHARMA-KINWAT
AKUMS ANUP TIWARE (MIS),RIDDHI PHARMA-AMRAVATI
AKUMS ANUP TIWARE (MIS),JAY TAMBESHWAR MEDICAL-KAIJ
AKUMS ANUP TIWARE (MIS),SHRI LAXMI PHARMA DIST-PUSAD
AKUMS ANUP TIWARE (MIS),GURU GANESH PHARMA-MALKAPUR
AKUMS ANUP TIWARE (MIS),PRITHYANI MEDICAL - GONDIA
AKUMS ANUP TIWARE (MIS),ASHISH SURGI PHARMA - NAGPUR
AKUMS ANUP TIWARE (MIS),TULJAI PHARMA & SURGICAL-RISOD
AKUMS ANUP TIWARE (MIS),HEALTHCARE - ARDHAPUR
AKUMS ANUP TIWARE (MIS),ROKDESHWAR PHARMA-BALAPUR-KALAMNURI
AKUMS ANUP TIWARE (MIS),M.R.ENTERPRISES-BEED
AKUMS ANUP TIWARE (MIS),PREM MEDICAL - AMRAVATI
AKUMS ANUP TIWARE (MIS),DIPTI PHARMA - JALNA
AKUMS ANUP TIWARE (MIS),R.K.DISTRIBUTORS-NANDED
AKUMS ANUP TIWARE (MIS),SIND MEDICO - GONDIA
AKUMS ANUP TIWARE (MIS),RAMESH AGENCY-JALNA
AKUMS ANUP TIWARE (MIS),MUTUAL MEDICAL - NAGPUR
AKUMS ANUP TIWARE (MIS),SWATI MEDICALS - PULGAON
AKUMS ANUP TIWARE (MIS),SHRI GAJANAN PHARMA - NANDED
AKUMS ANUP TIWARE (MIS),UNNATI DIST - NAGPUR
AKUMS ANUP TIWARE (MIS),SHRI GANESH MEDICAL-AKOLA
AKUMS ANUP TIWARE (MIS),SHAHEEN PHARMA-NANDED
AKUMS ANUP TIWARE (MIS),RADHE KRISHNA - WASHIM
AKUMS ANUP TIWARE (MIS),PACIFIC MEDICAL AGENCY - AKOLA
AKUMS ANUP TIWARE (MIS),PIYUSH MEDICOS-VAIJAPUR
AKUMS ANUP TIWARE (MIS),HARSH PHARMA - BEED
AKUMS ANUP TIWARE (MIS),MANGESH MEDICALS-NANDED
AKUMS ANUP TIWARE (MIS),SHRI KRISHNA DIST-SAMBHAJINAGAR
AKUMS ANUP TIWARE (MIS),SUYOG DISTRIBUTORS-PARBHANI
AKUMS ANUP TIWARE (MIS),PASHUSEVA-BEED
AKUMS ANUP TIWARE (MIS),MADHAV AGENCIES-GONDIA
AKUMS ANUP TIWARE (MIS),SAI KRUPA -NAIGAON (NANDED)5%
AKUMS ANUP TIWARE (MIS),OM TRADE LINKS - NAGPUR
AKUMS ANUP TIWARE (MIS),NAVINYA PHARMA-AKOLA
AKUMS ANUP TIWARE (MIS),RAJ SURGICAL - NANDED
AKUMS ANUP TIWARE (MIS),YASHIKA DISTRIBUTORS - DHULE
AKUMS ANUP TIWARE (MIS),L.G.PHARMACEUTICALS -AKOLA (5%OP)       .
AKUMS ANUP TIWARE (MIS),BAGDI MEDICO - YAVATMAL -NEW
AKUMS ANUP TIWARE (MIS),GOPIRATAN AGENCIES-WARDHA
AKUMS ANUP TIWARE (MIS),K.K. MEDIPHARMA - UMRED
AKUMS ANUP TIWARE (MIS),RAJESH PHARMA-AMRAVATI
AKUMS ANUP TIWARE (MIS),SANGEWAR PHARMA-NANDED
AKUMS ANUP TIWARE (MIS),ANAGHA PHARMACEUTICALS-BHANDARA
AKUMS ANUP TIWARE (MIS),RUPALI MEDICAL STORE - NILANGA
AKUMS ANUP TIWARE (MIS),PHARMA SEVA SURGICAL - NANDED
AKUMS ANUP TIWARE (MIS),MATOSHRI AGENCIES - OSMANABAD
AKUMS ANUP TIWARE (MIS),HARKUT PHARMA - AMRAVATI
AKUMS ANUP TIWARE (MIS),FIRST PHARMACY-NAGPUR
AKUMS ANUP TIWARE (MIS),RASHI PHARMA - YAVATMAL
AKUMS ANUP TIWARE (MIS),..NEW CODE CHALLAN BILLS
AKUMS ANUP TIWARE (MIS),OLS PHARMA LLP-LATUR
AKUMS ANUP TIWARE (MIS),PAWAR PHARMA - KINWAT
AKUMS ANUP TIWARE (MIS),SARVADNYA PHARMA - MEHKAR
AKUMS ANUP TIWARE (MIS),BANG SURGICALS - NAGPUR
AKUMS ANUP TIWARE (MIS),J.J PHARMA-ZALTA (CHHATRAPATI SAMBHAJINAGAR)
AKUMS ANUP TIWARE (MIS),SAILAXMI AGENCY-GONDIA
AKUMS ANUP TIWARE (MIS),CHOUKSEY TRADING-BALLARSHA
AKUMS ANUP TIWARE (MIS),OMKAR MEDICAL AGE-NANDED
AKUMS ANUP TIWARE (MIS),INDIAN MEDICO - CHANDRAPUR
AKUMS ANUP TIWARE (MIS),MAA SHARDA AGENCIES - MURTIZAPUR
AKUMS ANUP TIWARE (MIS),SAI HEALTHCARE-VAIJAPUR(AURNGABAD)
ALKEM ARUN DUBEY (MIS),AMI AGENCY - GHATKOPAR
ALKEM ARUN DUBEY (MIS),SIGMA HEALTHCARE - DOMBIVALI (NEW)
ALKEM ARUN DUBEY (MIS),KRISHNA HEALTHCARE - DOMBIVALI
ALKEM ARUN DUBEY (MIS),MAHADEV (PUNJABI) - NASIK
ALKEM ARUN DUBEY (MIS),VARDHAMAN DRUG - NASIK
ALKEM ARUN DUBEY (MIS),NEW RAJ AGENCIES - JALGAON
ALKEM ARUN DUBEY (MIS),MEET AGENCIES- NASIK
ALKEM ARUN DUBEY (MIS),LAXMI ENTERPRISES - NALASOPARA
ALKEM ARUN DUBEY (MIS),DIKSHA PHARMA - MALAD
ALKEM ARUN DUBEY (MIS),SAFE CARE PHARMA - DIWA (NEW)
ALKEM ARUN DUBEY (MIS),PHARMACHEM HEALTHCARE - ULHASNAGAR XX
ALKEM ARUN DUBEY (MIS),SIGMA HEALTHCARE - DOMBIVALI (OLD)
ALKEM ARUN DUBEY (MIS),SHRI GANESHA PHARMA - KALYAN
ALKEM ARUN DUBEY (MIS),SATNAM DRUG (RAJABHAI) - ULHASNAGAR (NEW)
ALKEM ARUN DUBEY (MIS),NIDHI PHARMA - JALGAON
ALKEM ARUN DUBEY (MIS),CHAUDHARY PHARMA - NASIK
ALKEM ARUN DUBEY (MIS),SHRI LIFELINE PHARMA-NASIK
ALKEM ARUN DUBEY (MIS),SAKSHI PHARMA - NASIK
ALKEM ARUN DUBEY (MIS),MEDHUB PHARMACON- CHIKHALI
ALKEM ARUN DUBEY (MIS),AZIZ PHARMA - NASIK
ALKEM ARUN DUBEY (MIS),KALIKA AGENCIES - NASIK
ALKEM ARUN DUBEY (MIS),J.V.ENTERPRISES - BADLAPUR
ALKEM ARUN DUBEY (MIS),SERAMIC PHARMACEUTICALS - KONGAON
ALKEM ARUN DUBEY (MIS),HAVISH PHARMA - DOMBIVALI
ALKEM ARUN DUBEY (MIS),SANVI ENTERPRISES - BHIWANDI
ALKEM ARUN DUBEY (MIS),SHIV OM PHARMCY - LALBAUG
ALKEM ARUN DUBEY (MIS),SAI KRUPA  - KALYAN
ALKEM ARUN DUBEY (MIS),JOGESHWARI MEDICAL & AGENCY - BHADGAON
ALKEM ARUN DUBEY (MIS),SAGAR ENTERPRISES - DAWA BAZAR (SALE)
ALKEM ARUN DUBEY (MIS),N.CHIMANLAL - PRINCESS STREET
ALKEM ARUN DUBEY (MIS),MAHAVIR PHARMA-KALYAN
ALKEM ARUN DUBEY (MIS),TRIMURTI PHARMA - SATANA XX
ALKEM ARUN DUBEY (MIS),TIRUPATI (MAHENDRA) - NASIK
ALKEM ARUN DUBEY (MIS),VIKAS AGENCIES - SAMBHAJINAGAR
ALKEM ARUN DUBEY (MIS),SHRI PHARMA-SAMBHAJINAGAR
ALKEM ARUN DUBEY (MIS),TRIMURTI (JAY) - NASIK
ALKEM ARUN DUBEY (MIS),CITY MEDICAL-NASIK
ALKEM ARUN DUBEY (MIS),JAIN MEDICAL - MAJALGAON
ALKEM ARUN DUBEY (MIS),RUDRA PHARMA - ULHASNAGAR
ALKEM ARUN DUBEY (MIS),AAROGYAM MEDICAL SUPPLIES - SION
ALKEM ARUN DUBEY (MIS),SHREE KRISHNA HEALTHCARE - DOMBIVALI
ALKEM ARUN DUBEY (MIS),RAJKALPANA - SHAHAD
ALKEM ARUN DUBEY (MIS),JAIN DISTRIBUITORS-PAITHAN
ALKEM ARUN DUBEY (MIS),PRABHU PHARMA - ULHASNAGAR
ALKEM ARUN DUBEY (MIS),KIRAN AGENCY-NASIK
ALKEM ARUN DUBEY (MIS),RUSHIL PHARMA - BHUSAWAL
ALKEM ARUN DUBEY (MIS),AVATAR DIST - ICHALKANJI
ALKEM ARUN DUBEY (MIS),MEDICLIX PHARMA - MOSHI
ALKEM ARUN DUBEY (MIS),NAVKAR PHARMA - CHINCHWAD
ALKEM ARUN DUBEY (MIS),PMBJP - CHEMBUR (VISHAL)
ALKEM ARUN DUBEY (MIS),ALKEM (SAMPLE)
ALKEM ARUN DUBEY (MIS),LAKSH PHARMA - TALEGAON
ALKEM ARUN DUBEY (MIS),CARDINAL HEALTHCARE - DOMBIVALI(E)
ALKEM ARUN DUBEY (MIS),GLOBAL HEALTHCARE - WADKI
ALKEM PRAJJWAL SINGH (MIS),SHIVA MEDICAL - BOISAR
ALKEM PRAJJWAL SINGH (MIS),PMBJP - MIRA ROAD (GUNWANTI)
ALKEM PRAJJWAL SINGH (MIS),PMBJP - NALASOPARA (SAMELPADA)
ALKEM PRAJJWAL SINGH (MIS),PMBJP - MIRA ROAD (MITESH VAS)
ALKEM PRAJJWAL SINGH (MIS),RAJ MEDICAL AGENCIES - JOGESHWARI
ALKEM PRAJJWAL SINGH (MIS),SAI DISTRIBUTORS - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),ARIHANT PHARMA - CURRY ROAD
ALKEM PRAJJWAL SINGH (MIS),SURE RELIEF PHARMA - MIRA ROAD
ALKEM PRAJJWAL SINGH (MIS),M.D PHARMA SURGICAL - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),A.B PHARMA - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),CONTENT PHARMA - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),SB PHARMA - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),PMBJP - VIRAR (SOHANRAJ CHOYAL)
ALKEM PRAJJWAL SINGH (MIS),H S ENT - BHIWANDI (NAVIPADA)
ALKEM PRAJJWAL SINGH (MIS),ARHAM DIST - DAWA BAZAR
ALKEM PRAJJWAL SINGH (MIS),SUMEET PHARMA - DAHISAR
ALKEM PRAJJWAL SINGH (MIS),SHAKTI REMEDIUM LLP - KALBADEVI
ALKEM PRAJJWAL SINGH (MIS),PMBJP - KEM HOSPITAL
ALKEM PRAJJWAL SINGH (MIS),SONA HEALTHCARE - VASAI
ALKEM PRAJJWAL SINGH (MIS),RAAMEDI HEALTHCARE-NALASOPARA XX
ALKEM PRAJJWAL SINGH (MIS),AMBIKA PHARMA - BHAYANDER
ALKEM PRAJJWAL SINGH (MIS),K.D.PHARMA - NAGPADA
ALKEM PRAJJWAL SINGH (MIS),I.S. PHARMA - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),PMBJP - ANDHERI (ANIL/RAM)
ALKEM PRAJJWAL SINGH (MIS),K.S.PHARMA - VIRAR (SANDIP)
ALKEM PRAJJWAL SINGH (MIS),KEPS (NEW) - PR STR
ALKEM PRAJJWAL SINGH (MIS),CHD PHARMACEUTICAL - KALBADEVI XX
ALKEM PRAJJWAL SINGH (MIS),SUN MEDICOS - DAHISAR
ALKEM PRAJJWAL SINGH (MIS),DATTAKRUPA DIST - KAMOTHE
ALKEM PRAJJWAL SINGH (MIS),SHRIJI MEDICO - DAHISAR
ALKEM PRAJJWAL SINGH (MIS),KRISHNA GENERIC - BORIVALI
ALKEM PRAJJWAL SINGH (MIS),ERUCA HEALTHCARE - MANKHURD
ALKEM PRAJJWAL SINGH (MIS),GAWALI DIST-AMBERNATH
ALKEM PRAJJWAL SINGH (MIS),RIGAL PHARMA-GOREGAON
ALKEM PRAJJWAL SINGH (MIS),SELF CARE SURGICAL - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),SHRI SAI PHARMA - VASAI
ALKEM PRAJJWAL SINGH (MIS),LAXMI GENERICS - KANDIVALI
ALKEM PRAJJWAL SINGH (MIS),MANIDHARI DIST - NANDURBAR
ALKEM PRAJJWAL SINGH (MIS),SONI PHARMA -KANDIVALI
ALKEM PRAJJWAL SINGH (MIS),VINAYAK ENTERPRISES - SEWREE
ALKEM PRAJJWAL SINGH (MIS),ASHAPURA MEDICAL AGENCY - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),AARVI PHARMA - PALGHAR
ALKEM PRAJJWAL SINGH (MIS),PMBJP - ANDHERI (HARSH)
ALKEM PRAJJWAL SINGH (MIS),BIOMEDIX PHARMACEUTICALS - MALAD XX
ALKEM PRAJJWAL SINGH (MIS),AMAR PHARMA (RAHUL) - VASAI
ALKEM PRAJJWAL SINGH (MIS),K.RAJ - DAHANU
ALKEM PRAJJWAL SINGH (MIS),GENERAL MEDICAL LLP - MUMBAI
ALKEM PRAJJWAL SINGH (MIS),KAY PHARMA - GOREGAON EAST
ALKEM PRAJJWAL SINGH (MIS),ARM PHARMA-SAKINAKA
ALKEM PRAJJWAL SINGH (MIS),SAVIOUS LIFESCIENCE - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),PMBJP - MIRA ROAD (SWATI)
ALKEM PRAJJWAL SINGH (MIS),ANANT MEDICARE - NERUL
ALKEM PRAJJWAL SINGH (MIS),RAJESH TRADERS - JOGESHWARI
ALKEM PRAJJWAL SINGH (MIS),LIFELINE ENTERPRISES - DAHANU
ALKEM PRAJJWAL SINGH (MIS),ROYAL AGENCY - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),NIDA MEDICAL AGENCY - BHIWANDI
ALKEM PRAJJWAL SINGH (MIS),DAKSH PHARMA - SAKINAKA
ALKEM PRAJJWAL SINGH (MIS),SWASTIK MEDICAL - NALLASOPARA
ALKEM PRAJJWAL SINGH (MIS),RADHIKA PHARMA - MIRA ROAD
ALKEM PRAJJWAL SINGH (MIS),PMBJP - MALAD {E}(PANKAJ)
ALKEM PRAJJWAL SINGH (MIS),PMBJP - KURLA (VISHAL)
ALKEM PRAJJWAL SINGH (MIS),PMBJP - MIRA ROAD (MANISH)
ALKEM PRAJJWAL SINGH (MIS),UJS PHARMA LLP (SALE)
ALKEM PRAJJWAL SINGH (MIS),KETAN MEDICAL - GHATKOPAR
ALKEM PRAJJWAL SINGH (MIS),BHARAT MEDICAL CORP (SALE) - PR STR.
ALKEM PRAJJWAL SINGH (MIS),VIJAY PHARMA - PR STR (SALE)
ALKEM PRAJJWAL SINGH (MIS),D.VIJAY PHARMA - NASIK
ALKEM PRAJJWAL SINGH (MIS),S.G.ENT - NALASOPARA
ALKEM PRAJJWAL SINGH (MIS),M M PHARMA - PANVEL
ALKEM PRAJJWAL SINGH (MIS),PMBJP - VASHI NAKA
ALKEM PRAJJWAL SINGH (MIS),PMBJP - CHEMBUR (VISHAL)
ALKEM PRAJJWAL SINGH (MIS),MILTON GENERIC - PR STR
ALKEM PRAJJWAL SINGH (MIS),A.R.MEDICO-PRINCESS STREET
ALKEM PRAJJWAL SINGH (MIS),Prathama Poly Clinic - Naigaon
ALKEM PRAJJWAL SINGH (MIS),PMBJP - CHEMBUR (ANANDRAO)
ALKEM PRAJJWAL SINGH (MIS),URJA HEALTHCARE - KAMOTHE
ALKEM PRAJJWAL SINGH (MIS),PMBJP - ULHASNAGAR
ALKEM PRAJJWAL SINGH (MIS),LOTUS PHARMA-AKURLI(PANVEL)
ALKEM PRAJJWAL SINGH (MIS),SANKET PHARMA - PRABHADEVI
ALKEM PRAJJWAL SINGH (MIS),ASHA - MANKHURD XX
ALKEM PRAJJWAL SINGH (MIS),PREESHA PHARMA - VIRAR
ALKEM PRAJJWAL SINGH (MIS),B.H.PHARMA (SALE) - PR STR
ALKEM PRAJJWAL SINGH (MIS),JANSEVA MEDICO - DOMBIVALI
ALKEM PRAJJWAL SINGH (MIS),DME REMEDIES PVT LTD-AIROLI
ALKEM PRAJJWAL SINGH (MIS),OMKAR MEDICAL STORE -NAIGAON(VASAI)
ALKEM PRAJJWAL SINGH (MIS),ALKEM (SAMPLE)
ALKEM PRAJJWAL SINGH (MIS),DEEP PHARMA - DOMBIVALI
ALKEM PRAJJWAL SINGH (MIS),PMBJP - PALGHAR (SAMIR)
ALKEM PRAJJWAL SINGH (MIS),KAY PHARMACARE - GOREGAON
ALKEM PRAJJWAL SINGH (MIS),OCAYO PHARMACEUTICALS LLP - NAGPADA
ALKEM PRAJJWAL SINGH (MIS),H S ENT - BHIWANDI (NAVIPADA)-GST CLOSE
ALKEM PRAJJWAL SINGH (MIS),SANJEEVANI GENERIC - BOISAR
ALKEM PRAJJWAL SINGH (MIS),VIDHI PHARMA - MIRA ROAD
ALKEM PRAJJWAL SINGH (MIS),MEDHUB PHARMA - NALASOPARA
ALKEM RAJESH (MIS),MY PHARMA - MAHIM
ALKEM RAJESH (MIS),KALAWATI DISTR - KHED
ALKEM RAJESH (MIS),xVIVI LIFECARE - GHANSOLI
ALKEM RAJESH (MIS),MIHIR ENT - GHATKOPAR
ALKEM RAJESH (MIS),VICKY ENTERPRISE- KANDIVALI
ALKEM RAJESH (MIS),PARAM HEALTH SOLUTIOND LLP - SANPADA
ALKEM RAJESH (MIS),NAVKAR AGENCY - DOCKYARD
ALKEM RAJESH (MIS),ARIHANT PHARMA - CURRY ROAD
ALKEM RAJESH (MIS),KAMAL MEDICAL - WADALA
ALKEM RAJESH (MIS),DEEP PHARMA - DOMBIVALI
ALKEM RAJESH (MIS),HEMASHREE DIST - ALIBAUG
ALKEM RAJESH (MIS),RAHUL PHARMA-WADALA
ALKEM RAJESH (MIS),ARHAM DIST - DAWA BAZAR
ALKEM RAJESH (MIS),SB PHARMA - NALASOPARA
ALKEM RAJESH (MIS),SHRI ENTERPRISES - VASAI
ALKEM RAJESH (MIS),GHEV MARKETING PHARMA-MUMBAI
ALKEM RAJESH (MIS),HONEST DIST - GOVANDI
ALKEM RAJESH (MIS),PULS DISTRIBUTORS - GOVANDI-GST CLOSE
ALKEM RAJESH (MIS),V R HEALTH CARE - KALYAN
ALKEM RAJESH (MIS),PRABHU PHARMA - ULHASNAGAR
ALKEM RAJESH (MIS),SHUBHASHRI PHARMA - MANGAON
ALKEM RAJESH (MIS),RINI AGENCY-BYCULLA (ALKEM)
ALKEM RAJESH (MIS),PAWAN MEDICAL AGENCY-THANE XX
ALKEM RAJESH (MIS),HIRA MEDITRADE - KALYAN
ALKEM RAJESH (MIS),MAHAVIR AGENCIES - KOLIWADA
ALKEM RAJESH (MIS),BOMBAY DRUG - NACHANE         .
ALKEM RAJESH (MIS),DHANRAJ MARKETING - CHUNABHATTI
ALKEM RAJESH (MIS),DM PHARMA - SEWREE (ALKEM)
ALKEM RAJESH (MIS),TRISHA PHARMA- VIKROLI
ALKEM RAJESH (MIS),UJS PHARMA LLP (SALE)
ALKEM RAJESH (MIS),PHARMACITY - KALYAN
ALKEM RAJESH (MIS),RAJASTHAN ENTERPRISES - KALACHOWKI
ALKEM RAJESH (MIS),MEDICRAFT PHARMA - GHOTI BUDRUK(NASIK)
ALKEM RAJESH (MIS),KRISHNA MEDICO - KANDIVALI
ALKEM RAJESH (MIS),DEVANSH PHARMACY - VIRAR
ALKEM RAJESH (MIS),RAMNARAYAN ENT - THANE
ALKEM RAJESH (MIS),ASHA - MANKHURD XX
ALKEM RAJESH (MIS),SHRIJI PHARMACEUTICALS-WADALA
ALKEM RAJESH (MIS),ANANT MEDICARE - NERUL
ALKEM RAJESH (MIS),HETVI SURGICAL - MULUND
ALKEM RAJESH (MIS),MAHADEV HEALTHCARE - MULUND
ALKEM RAJESH (MIS),A.T.SHINDE-CHIPLUN
ALKEM RAJESH (MIS),YASH PHARMA-PEN
ALKEM RAJESH (MIS),GAWALI DIST-AMBERNATH
ALKEM RAJESH (MIS),OM DISTRIBUTORS - ALIBAG
ALKEM RAJESH (MIS),GOLDEN LIFE PHARMA-KALYAN
ALKEM RAJESH (MIS),VISHAL SURGICALS - KALYAN
ALKEM RAJESH (MIS),M M PHARMA - PANVEL
ALKEM RAJESH (MIS),RAVI PHARMA - MANGAON
ALKEM RAJESH (MIS),JMD MEDICARE LLP - GRANT ROAD
ALKEM RAJESH (MIS),DIAMOND DIST-ULHASNAGAR
ALKEM RAJESH (MIS),ALEXIS REMEDIES - BADLAPUR
ALKEM RAJESH (MIS),EUPHEME HEALTHCARE - KALYAN
ALKEM RAJESH (MIS),DEEPAK PHARMA-BORIVALI
ALKEM RAJESH (MIS),VIDHI PHARMA - MIRA ROAD
ALKEM RAJESH (MIS),YUGROW PHARMACY LLP - BHIWANDI
ALKEM RAJESH (MIS),KESARI PHARMA - KUDAL
ALKEM RAJESH (MIS),OM SAI RAM AGENCY - CHEMBUR-XX
ALKEM RAJESH (MIS),LOTUS PHARMA-AKURLI(PANVEL)
ALKEM RAJESH (MIS),P N DISTRIBUTORS - RATNAGIRI
ALKEM RAJESH (MIS),KRISHNA GENERIC - BORIVALI
ALKEM RAJESH (MIS),IVERSONE REMIDIES - GHANSOLI
ALKEM RAJESH (MIS),GALAXY PHARMA - THANE
ALKEM RAJESH (MIS),JANSEVA MEDICO - DOMBIVALI
ALKEM RAJESH (MIS),VINAYAK ENTERPRISES - SEWREE
ALKEM RAJESH (MIS),RATHOD PHARMA - DOMBIVALI
ALKEM RAJESH (MIS),SHRI RAMDEV MEDICAL AGENCY  - WADALA
ALKEM RAJESH (MIS),SHRI SAMARTHA - KHED (3%)
ALKEM RAJESH (MIS),SHRI SIDDHIVINAYAK - MULUND
ALKEM RAJESH (MIS),SHRI GANESHA PHARMA - KALYAN
ALKEM RAJESH (MIS),HARIKA DISTR - ULHASNAGAR
ALKEM RAJESH (MIS),CHD PHARMACEUTICAL - KALBADEVI XX
ALKEM RAJESH (MIS),PHARMA HUB-VASAI
ALKEM RAJESH (MIS),SAVIOUS LIFESCIENCE - NALASOPARA
ALKEM RAJESH (MIS),DHANWANTARI PHARM CORP - GOVANDI
ALKEM RAJESH (MIS),BELESHWAR ENTERPRISES - PANVEL
ALKEM RAJESH (MIS),YASH PHARMA - DOMBIVLI
ALKEM RAJESH (MIS),SHIVAM MEDICAL AGENCY - WADALA
ALKEM RAJESH (MIS),ANTILA GENERIC - BARDEZ(GOA)
ALKEM RAJESH (MIS),SINDHUDURG DISTRIBUTOR-SINDHUDURG
ALKEM RAJESH (MIS),MILTON GENEXT LLP - BHIWANDI
ALKEM RAJESH (MIS),MILTON GENERIC - PR STR
ALKEM RAJESH (MIS),SANJEEVANI DISTRI - GHATKOPAR
ALKEM RAJESH (MIS),SHIVKRIPA ENT - THANE
ALKEM RAJESH (MIS),PHARMACHEM DIST - KANKAVLI
ALKEM RAJESH (MIS),SHRI GANESH AGENCY - NASIK JAIL
ALKEM RAJESH (MIS),P.B.P ENTERPRISES PVT.LTD-WADALA
ALKEM RAJESH (MIS),HEALTH RY - WADALA
ALKEM RAJESH (MIS),PULS DISTRIBUTORS - GOVANDI
ALKEM RAJESH (MIS),VIVI LIFE CARE LLP - RABALE
ALKEM RAJESH (MIS),WINJOY HEALTHCARE- MAHAPE
ALKEM RAJESH (MIS),A.B PHARMA - NALASOPARA
ALKEM RAJESH (MIS),A ONE PHARMA - DOMBIVALI
ALKEM RAJESH (MIS),ERUCA HEALTHCARE - MANKHURD
ALKEM RAJESH (MIS),MAULI ENTERPRISES-KALACHOWKI
ALKEM RAJESH (MIS),NEW DIAMOND - LANJA
ALKEM RAJESH (MIS),ADITI PHARMA - THANE
ALKEM RAJESH (MIS),BRITIM HEATHCARE-THANE (W)
ALKEM RAJESH (MIS),EVERSHINE - JOGESHWARI
ALKEM RAJESH (MIS),SHRI PHARMA-VASAI
ALKEM RAJESH (MIS),SSG DISTRIBUTORS - DADAR
ALKEM RAJESH (MIS),SONI PHARMA -KANDIVALI
ALKEM ROSHAN (MIS),RAJ MEDICAL AGENCIES - JOGESHWARI
ALKEM ROSHAN (MIS),NAVNIT MED - MALEGAON
ALKEM ROSHAN (MIS),GREEN JANATA MEDICINE-MALEGAON
ALKEM ROSHAN (MIS),NIPUN PHARMA - BORIVALI
ALKEM ROSHAN (MIS),VIDHI PHARMA - MIRA ROAD
ALKEM ROSHAN (MIS),DILIP DIST - NANDURBAR
ALKEM ROSHAN (MIS),MAHESH HOSP - NASIK
ALKEM ROSHAN (MIS),SUKHAKARTA DISTRIBUTORS-LASALGAON
ALKEM ROSHAN (MIS),SAKSHI PHARMA - NASIK
ALKEM ROSHAN (MIS),SURGI PHARMA - NASHIK
ALKEM ROSHAN (MIS),SHRI LIFELINE PHARMA-NASIK
ALKEM ROSHAN (MIS),SHWETA PHARMA - NASIK
ALKEM ROSHAN (MIS),SUMAN PHARMA - PIMPALGAON
ALKEM ROSHAN (MIS),AHUJA MEDICO - DHULE        .
ALKEM ROSHAN (MIS),PRASHANT AGENCY - DHONDAICHA
ALKEM ROSHAN (MIS),NAYAK MEDICARE -BHANDUP XX
ALKEM ROSHAN (MIS),PHARMA SYNTH - JOGESHWARI
ALKEM ROSHAN (MIS),JALGAON PHARMA LLP - JALGAON
ALKEM ROSHAN (MIS),CARE SURIGICAL - NALASOPARA
ALKEM ROSHAN (MIS),ROYAL PHARMA - NASIK (ADV)
ALKEM ROSHAN (MIS),ROYAL AGENCY - BHIWANDI
ALKEM ROSHAN (MIS),RIDDHI MEDICAL AGENCY - NASHIK
ALKEM ROSHAN (MIS),SHRI GANESH AGENCY - NASIK JAIL
ALKEM ROSHAN (MIS),UNIQUE PHARMA AGENCY- BHIWANDI
ALKEM ROSHAN (MIS),PRASAD MEDICAL - DONDAICHA
ALKEM ROSHAN (MIS),SAI ENTERPRISES - PIMPALAS
ALKEM ROSHAN (MIS),SUMEET PHARMA - DAHISAR
ALKEM ROSHAN (MIS),LUCKY - JALGAON
ALKEM ROSHAN (MIS),ANIL MEDICALS- BHUSAWAL
ALKEM ROSHAN (MIS),SUNRISE DISTRIBUTORS - MALEGAON
ALKEM ROSHAN (MIS),MARUTI GENERICS - BHIWANDI
ALKEM ROSHAN (MIS),RAHUL PHARMA-WADALA
ALKEM ROSHAN (MIS),TIRUPATI (MAHENDRA) - NASIK
ALKEM ROSHAN (MIS),JANTA MEDICAL -NANDURBAR
ALKEM ROSHAN (MIS),NIDHI PHARMA - JALGAON
ALKEM ROSHAN (MIS),MANISH ENT - MULUND
ALKEM ROSHAN (MIS),RAJ HEALTHCARE-ANDHERI
