PARTYNAME,BILLNO,BILLDATE,BILLAMT,BALANCE,DAYS,MOBILE,EMAIL,MOBILE,EMAIL
NIRMAL MEDICAL - BRAMHAPURI,NAG/01806,30-Jul-26,11964,11964,20,8275400377,nirmalmedagencies99@gmail.com,8275400377,nirmalmedagencies99@gmail.com
NITI SURGICAL - THANE,NAG/01010,12-Jun-26,9751,9751,68,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/04623,20-Jun-26,6843,6843,60,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/05036,26-Jun-26,8996,8996,54,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/05362,30-Jun-26,5828,5828,50,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/05757,07-Jul-26,5828,5828,43,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/06309,16-Jul-26,8466,8466,34,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/07718,03-Aug-26,11314,11314,16,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,NAG/01939,07-Aug-26,5865,5865,12,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/08447,12-Aug-26,2468,2468,7,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/08512,12-Aug-26,5828,5828,7,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/08852,17-Aug-26,5828,5828,2,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NITI SURGICAL - THANE,BHI/08882,18-Aug-26,9450,9450,1,9930537645,   NITISURGICAL13@GMAIL.COM,9930537645,   NITISURGICAL13@GMAIL.COM
NIVI DISTRIBUTORS- GOREGAON W,BHI/06739,22-Jul-26,2595,2595,28,9975399829,nividistributors2025@gmail.com,9975399829,nividistributors2025@gmail.com
NIVI DISTRIBUTORS- GOREGAON W,PUN/02747,22-Jul-26,5813,5813,28,9975399829,nividistributors2025@gmail.com,9975399829,nividistributors2025@gmail.com
NIVI DISTRIBUTORS- GOREGAON W,PUN/03265,07-Aug-26,1852,1852,12,9975399829,nividistributors2025@gmail.com,9975399829,nividistributors2025@gmail.com
NIVI DISTRIBUTORS- GOREGAON W,BHI/08132,08-Aug-26,5769,5769,11,9975399829,nividistributors2025@gmail.com,9975399829,nividistributors2025@gmail.com
NIVIRA EXPORT - BORIVALI (W),BHI/05796,08-Jul-26,21433,12503,42,9833498319,niviraexports@gmail.com,9833498319,niviraexports@gmail.com
NOBLE MEDICALS -DADAR WEST,BHI/03599,05-Jun-26,3909,3909,75,9323946603,noblemedicalsdadar@gmail.com,9323946603,noblemedicalsdadar@gmail.com
NOBLE PHARMA - PUNE,BHI/05521,02-Jul-26,8705,8705,48,7972853249,NOBLEPHARMA313@GMAIL.COM,7972853249,NOBLEPHARMA313@GMAIL.COM
NOBLE PHARMA - PUNE,PUN/02262,02-Jul-26,7124,7124,48,7972853249,NOBLEPHARMA313@GMAIL.COM,7972853249,NOBLEPHARMA313@GMAIL.COM
NOBLE PHARMA - PUNE,BHI/08567,12-Aug-26,4065,4065,7,7972853249,NOBLEPHARMA313@GMAIL.COM,7972853249,NOBLEPHARMA313@GMAIL.COM
NRNXT DISTRIBUTORS LLP - CHUNABHATTI,BHI/05867,09-Jul-26,44583,3570,41,9892722118,NRNDISTRIBUTORS18@GMAIL.COM,9892722118,NRNDISTRIBUTORS18@GMAIL.COM
NRNXT DISTRIBUTORS LLP - CHUNABHATTI,N-03585,10-Jul-26,-8190,-8190,40,9892722118,NRNDISTRIBUTORS18@GMAIL.COM,9892722118,NRNDISTRIBUTORS18@GMAIL.COM
NTL PHARMA-PRINCESS STREET,NTLMUM261452,23-Jun-26,-1449,-1449,57,8591574104,ntlpharma9@gmail.com,8591574104,ntlpharma9@gmail.com
NTL PHARMA-PRINCESS STREET,PUN/02351,06-Jul-26,17010,17010,44,8591574104,ntlpharma9@gmail.com,8591574104,ntlpharma9@gmail.com
NTL PHARMA-PRINCESS STREET,NTLMUM261824,13-Jul-26,-645,-645,37,8591574104,ntlpharma9@gmail.com,8591574104,ntlpharma9@gmail.com
NTL PHARMA-PRINCESS STREET,MUM/00889,18-Jul-26,2730,2730,32,8591574104,ntlpharma9@gmail.com,8591574104,ntlpharma9@gmail.com
NTL PHARMA-PRINCESS STREET,BHI/08617,14-Aug-26,17010,17010,5,8591574104,ntlpharma9@gmail.com,8591574104,ntlpharma9@gmail.com
NUCLEUS - CHINCHWAD,PUN/01918,20-Jun-26,2835,2835,60,9766589619,,9766589619,
NUCLEUS - CHINCHWAD,PUN/02698,20-Jul-26,18900,18900,30,9766589619,,9766589619,
NUCLEUS - CHINCHWAD,PUN/02927,28-Jul-26,23625,23625,22,9766589619,,9766589619,
Niddhi Traders (Diaper Point),BHI/21684,20-Feb-26,10200,5200,180,8424926523,sanjanee18111992@gmail.com,8424926523,sanjanee18111992@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/03254,30-May-26,7502,7502,81,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/03260,30-May-26,8841,8841,81,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/04025,12-Jun-26,10605,10605,68,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/04811,23-Jun-26,10143,10143,57,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,NAG/01172,23-Jun-26,28303,28303,57,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,NAG/01246,29-Jun-26,16469,16469,51,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,PUN/02128,29-Jun-26,2520,2520,51,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/05207,30-Jun-26,24290,24290,50,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/05534,02-Jul-26,8736,8736,48,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/06071,13-Jul-26,23464,23464,37,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/06152,14-Jul-26,6678,6678,36,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/06280,15-Jul-26,9471,9471,35,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/06706,22-Jul-26,9491,9491,28,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/06884,23-Jul-26,4407,4407,27,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/07188,28-Jul-26,12571,12571,22,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/07421,30-Jul-26,19314,19314,20,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,PUN/03024,30-Jul-26,8626,8626,20,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/07610,31-Jul-26,12511,12511,19,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,NAG/01822,31-Jul-26,7232,7232,19,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,PUN/03099,31-Jul-26,3072,3072,19,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/08176,11-Aug-26,16560,16560,8,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/08367,11-Aug-26,27647,27647,8,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/08525,12-Aug-26,30440,30440,7,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,PUN/03417,12-Aug-26,10395,10395,7,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OCAYO PHARMACEUTICALS LLP - NAGPADA,BHI/08961,18-Aug-26,7799,7799,1,7045324669,Ocayopharmaceuticals@gmail.com,7045324669,Ocayopharmaceuticals@gmail.com
OK WHOLESALE -SHRIRAMPUR,BHI/07804,04-Aug-26,9450,9450,15,9960926099,okmedical.spr@gmail.com,9960926099,okmedical.spr@gmail.com
OLS PHARMA LLP-LATUR,NAG/00319,25-Apr-26,11473,11473,116,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OLS PHARMA LLP-LATUR,BHI/03424,05-Jun-26,18243,18243,75,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OLS PHARMA LLP-LATUR,BHI/04471,18-Jun-26,68964,68964,62,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OLS PHARMA LLP-LATUR,BHI/06224,15-Jul-26,5345,5345,35,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OLS PHARMA LLP-LATUR,NAG/01543,16-Jul-26,46513,46513,34,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OLS PHARMA LLP-LATUR,BHI/06390,17-Jul-26,73416,73416,33,9421367077,olspharmallp@gmail.com,9421367077,olspharmallp@gmail.com
OM DIAGNOSTICS - THERGAON,PUN/02577,16-Jul-26,20664,-1,34,9657969629,omlab777@gmail.com,9657969629,omlab777@gmail.com
OM DISTRIBUTORS - ALIBAG,BHI/22123,28-Feb-26,14275,14275,172,9421163283,,9421163283,
OM DISTRIBUTORS - PALUS --,R05331,14-Oct-23,39963,6495,1040,9850792728,,1234567890,
OM DISTRIBUTORS - PALUS --,B13248,16-Oct-23,11980,11980,1038,9850792728,,1234567890,
OM DISTRIBUTORS - PALUS --,B14767,04-Nov-23,24708,24708,1019,9850792728,,1234567890,
OM DISTRIBUTORS - PALUS --,BANK,08-Nov-24,4000,4000,649,9850792728,,1234567890,
OM DISTRIBUTORS - PALUS --,Ch.Dish.824650,18-Feb-26,500,500,182,9850792728,,1234567890,
OM MAHALAXMI - SADASHIV PETH,INT 18%,09-Feb-26,4267,4267,191,9890097474,,9890097474,
OM MEDICAL - CHIKNI(WARORA),NAG/01094,18-Jun-26,10101,10101,62,9561795770,DENVENDRARUIKAR123@GMAIL.COM,9561795770,DENVENDRARUIKAR123@GMAIL.COM
OM MEDICAL - CHIKNI(WARORA),NAG/02140,18-Aug-26,10137,10137,1,9561795770,DENVENDRARUIKAR123@GMAIL.COM,9561795770,DENVENDRARUIKAR123@GMAIL.COM
OM PHARMA - CHAKAN (PUNE)-,PUN/6809,07-Feb-25,6720,3273,558,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,PUN/6846,10-Feb-25,8232,8232,555,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/18483,11-Feb-25,2339,2339,554,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/18368,14-Feb-25,2856,2856,551,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/18647,22-Feb-25,4458,4458,543,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/19485,28-Feb-25,56530,56530,537,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/19502,28-Feb-25,14490,14490,537,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,PUN/7296,28-Feb-25,1956,1956,537,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,BHI/21390,28-Mar-25,28952,28952,509,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,CN00595,07-Aug-25,-12913,-12913,377,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,500X11,16-Sep-25,5500,5500,337,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.490013,28-Oct-25,500,500,295,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.490014,01-Nov-25,500,500,291,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.490020,21-Nov-25,500,500,271,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.489965,26-Nov-25,500,500,266,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.489969,26-Nov-25,500,500,266,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.490022,28-Nov-25,500,500,264,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - CHAKAN (PUNE)-,Ch.Dish.490024,04-Dec-25,500,500,258,9021593252,OMPHARMA2432@GMAIL.COM,1234567890,
OM PHARMA - DHARAVI,BHI/04855,24-Jun-26,18842,18842,56,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,NAG/01183,24-Jun-26,9577,9577,56,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,PUN/02003,24-Jun-26,9855,9855,56,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,PUN/02013,25-Jun-26,3402,3402,55,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/05583,04-Jul-26,16196,16196,46,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/06011,11-Jul-26,24074,24074,39,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/06046,13-Jul-26,7245,7245,37,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,PUN/02465,13-Jul-26,10159,10159,37,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,PUN/02674,18-Jul-26,28350,28350,32,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/07598,31-Jul-26,28007,28007,19,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/07605,31-Jul-26,10458,10458,19,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,BHI/08931,18-Aug-26,49056,49056,1,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,NAG/02133,18-Aug-26,4396,4396,1,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - DHARAVI,PUN/03583,18-Aug-26,22231,22231,1,9892020615,avadheshp91@gmail.com,9892020615,avadheshp91@gmail.com
OM PHARMA - JHAMKHED,PUN/06890,27-Feb-26,16253,16253,173,9623909551,OMPHARMAJMD@GMAIL.COM,9623909551,OMPHARMAJMD@GMAIL.COM
OM PHARMA - JHAMKHED,PUN/06907,27-Feb-26,5410,5410,173,9623909551,OMPHARMAJMD@GMAIL.COM,9623909551,OMPHARMAJMD@GMAIL.COM
OM PHARMA - JHAMKHED,PUN/07645,25-Mar-26,6697,6697,147,9623909551,OMPHARMAJMD@GMAIL.COM,9623909551,OMPHARMAJMD@GMAIL.COM
OM PHARMA - OSMANABAD-CLOSE-,E0637,28-Jun-19,39076,9076,2609,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B4126,16-Jul-19,29872,28227,2591,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,E0743,16-Jul-19,16621,16621,2591,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B4463,22-Jul-19,11928,11928,2585,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B4489,23-Jul-19,19080,19080,2584,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B4530,23-Jul-19,2520,2520,2584,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,E0798,23-Jul-19,20479,20479,2584,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B5404,07-Aug-19,23495,23495,2569,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B5957,17-Aug-19,21192,21192,2559,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,E0998,17-Aug-19,18144,18144,2559,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B6963,31-Aug-19,11354,11354,2545,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,E1137,31-Aug-19,22490,22490,2545,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,B7905,20-Sep-19,10094,10094,2525,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,E1242,20-Sep-19,30957,30957,2525,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,XX34,05-Oct-19,1982,1982,2510,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - OSMANABAD-CLOSE-,XX38,17-Oct-19,1982,1982,2498,8605921234,panditmlingade@gmail.com,1234567890,
OM PHARMA - SATARA -,B01087,25-Apr-23,10356,356,1212,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA - SATARA -,B02693,23-May-23,23733,23733,1184,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA - SATARA -,R01013,23-May-23,25177,16626,1184,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA - SATARA -,B04120,15-Jun-23,8935,8935,1161,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA - SATARA -,R01506,15-Jun-23,42091,42091,1161,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA - SATARA -,    18%INTREST,31-Dec-23,30210,30210,962,7276390920,ompharma23193@gmail.com,1234567890,
OM PHARMA -KOLHAPUR,PUN/01695,12-Jun-26,22838,22838,68,8329215204,OMPHARMA.2010@GMAIL.COM,8329215204,OMPHARMA.2010@GMAIL.COM
OM PHARMA -KOLHAPUR,PUN/02417,09-Jul-26,36638,36638,41,8329215204,OMPHARMA.2010@GMAIL.COM,8329215204,OMPHARMA.2010@GMAIL.COM
OM PHARMA -KOLHAPUR,BHI/06578,20-Jul-26,742,742,30,8329215204,OMPHARMA.2010@GMAIL.COM,8329215204,OMPHARMA.2010@GMAIL.COM
OM PHARMA -KOLHAPUR,PUN/03033,30-Jul-26,14723,14723,20,8329215204,OMPHARMA.2010@GMAIL.COM,8329215204,OMPHARMA.2010@GMAIL.COM
OM PHARMA -KOLHAPUR,PUN/03517,17-Aug-26,25830,25830,2,8329215204,OMPHARMA.2010@GMAIL.COM,8329215204,OMPHARMA.2010@GMAIL.COM
OM PHARMA-DEGLUR(NANDED),BHI/05204,29-Jun-26,16695,16695,51,7588429467,,7588429467,
OM PHARMA-DEGLUR(NANDED),BHI/06421,17-Jul-26,11340,11340,33,7588429467,,7588429467,
OM PHARMA-DEGLUR(NANDED),BHI/06590,20-Jul-26,4576,4576,30,7588429467,,7588429467,
OM PHARMA-DEGLUR(NANDED),NAG/01606,20-Jul-26,6291,6291,30,7588429467,,7588429467,
OM PHARMANEEDS - NASIK,CN00724,18-Sep-25,-5912,32513,335,9922084488,ompharmaneeds@gmail.com,9922084488,ompharmaneeds@gmail.com
OM PHARMANEEDS - NASIK,BHI/03650,06-Jun-26,58622,58622,74,9922084488,ompharmaneeds@gmail.com,9922084488,ompharmaneeds@gmail.com
OM PHARMANEEDS - NASIK,BHI/07522,31-Jul-26,20790,20790,19,9922084488,ompharmaneeds@gmail.com,9922084488,ompharmaneeds@gmail.com
OM PHARMANEEDS - NASIK,BHI/08458,14-Aug-26,37826,37826,5,9922084488,ompharmaneeds@gmail.com,9922084488,ompharmaneeds@gmail.com
OM SAI (MANOJ) - NANDURA,NAG/04750,21-Mar-26,13145,13145,151,9420382247,SACHIN.NAWGAJE@GMAIL.COM,9420382247,SACHIN.NAWGAJE@GMAIL.COM
OM SAI (MANOJ) - NANDURA,NAG/00188,16-Apr-26,15112,15112,125,9420382247,SACHIN.NAWGAJE@GMAIL.COM,9420382247,SACHIN.NAWGAJE@GMAIL.COM
OM SAI (MANOJ) - NANDURA,NAG/00845,30-May-26,5129,5129,81,9420382247,SACHIN.NAWGAJE@GMAIL.COM,9420382247,SACHIN.NAWGAJE@GMAIL.COM
OM SAI (MANOJ) - NANDURA,NAG/01100,18-Jun-26,9973,9973,62,9420382247,SACHIN.NAWGAJE@GMAIL.COM,9420382247,SACHIN.NAWGAJE@GMAIL.COM
OM SAI DIST - SHIRUR,PUN/07713,26-Mar-26,77508,77508,146,9272896105,yewle9737@gmail.com,9272896105,yewle9737@gmail.com
OM SAI DIST - SHIRUR,PUN/07834,28-Mar-26,4830,4830,144,9272896105,yewle9737@gmail.com,9272896105,yewle9737@gmail.com
OM SAI DIST - SHIRUR,BHI/23683,30-Mar-26,13495,13495,142,9272896105,yewle9737@gmail.com,9272896105,yewle9737@gmail.com
OM SAI DIST - SHIRUR,CN00483,28-Jul-26,-3508,-3508,22,9272896105,yewle9737@gmail.com,9272896105,yewle9737@gmail.com
OM SAI PHARMA - PANCHVATI X,BHI/22226,28-Feb-26,28397,28397,172,8149509806, omsaipharmanashik@gmail.com,8149509806, omsaipharmanashik@gmail.com
OM SAI PHARMA - PANCHVATI X,PUN/07001,28-Feb-26,3465,3465,172,8149509806, omsaipharmanashik@gmail.com,8149509806, omsaipharmanashik@gmail.com
OM SAI PHARMA - PANCHVATI X,18%,30-Jun-26,4393,4393,50,8149509806, omsaipharmanashik@gmail.com,8149509806, omsaipharmanashik@gmail.com
OM SAI PHARMA - PANVEL,18%,30-Jun-26,581,581,50,7039553355,omsaipharmakaranjade@gmail.com,7039553355,omsaipharmakaranjade@gmail.com
OM SAI PHARMA - YEOLA,BHI/03581,06-Jun-26,12180,12180,74,9860299787, omsaipharmayeola@gmail.com,9860299787, omsaipharmayeola@gmail.com
OM SAI PHARMA - YEOLA,BHI/03900,10-Jun-26,7808,7808,70,9860299787, omsaipharmayeola@gmail.com,9860299787, omsaipharmayeola@gmail.com
OM SAI PHARMA - YEOLA,BHI/06971,24-Jul-26,20348,20348,26,9860299787, omsaipharmayeola@gmail.com,9860299787, omsaipharmayeola@gmail.com
OM SAI RAM AGENCY - CHEMBUR-,ALK/0239,06-Jul-24,8883,8883,774,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,ALK/0480,06-Sep-24,14490,14490,712,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,ALK/0815,30-Dec-24,7245,7245,597,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,CHQ.BOUNCE,10-Jan-25,500,500,586,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,CHQ.BOUNCE,17-Jan-25,500,500,579,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,CHQ.BOUNCE,03-Feb-25,500,500,562,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,CHQ.BOUNCE,11-Feb-25,500,500,554,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM AGENCY - CHEMBUR-,CN00350,22-Jun-25,-9056,-9056,423,7021885044,OMSAIRAMAG60@GMAIL.COM,1234567890,
OM SAI RAM PHARMACEUTICAL-ULHASNAGAR,MUM/01074,08-Aug-26,1499,1499,11,8830248458,mohitdemba33@gmail.com,8830248458,mohitdemba33@gmail.com
OM SAI WHOLESALE - MURUD-OLS LATUR-,R09404,08-Feb-23,106324,41494,1288,9860464618,ashishchandak1975@gmail.com,1234567890,
OM SAI WHOLESALE - MURUD-OLS LATUR-,18%,30-Sep-24,4751,4751,688,9860464618,ashishchandak1975@gmail.com,1234567890,
OM SHREE SAI ENT - VIRAR-,B016654,14-Mar-20,36981,36981,2349,8756543370,,1234567890,
OM SHREE SAI ENT - VIRAR-,B0458,28-Apr-20,44912,44912,2304,8756543370,,1234567890,
OM SURGICAL (MURLI) - KOLHAPUR,PUN/02126,29-Jun-26,7770,7770,51,9422417710,omsurgicals10@rediffmail.com,9422417710,omsurgicals10@rediffmail.com
OMA PHARMACY - KALYAN,BHI/01600,04-May-26,5114,5114,107,9819550613,,9819550613,
